Organism/Name	BioProject Accession	Size (Mb)	GC%	Replicons	Scaffolds	Genes	Proteins	Status	Assembly Accession	FTP_path	PubMedID
Streptomyces spinosirectus	PRJNA792036	8.62419	70.7	chromosome:NZ_CP090447.1/CP090447.1	1	7927	7695	Complete Genome	GCA_021441825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/441/825/GCA_021441825.1_ASM2144182v1	-
Streptomyces dengpaensis	PRJNA433056	8.71017	69.9144	chromosome:NZ_CP026652.1/CP026652.1; plasmid unnamed1:NZ_CP026653.1/CP026653.1; plasmid unnamed2:NZ_CP026654.1/CP026654.1	3	8123	7540	Complete Genome	GCA_002946835.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/946/835/GCF_002946835.1_ASM294683v1	-
Streptomyces paludis	PRJNA482168	8.45485	71.2	chromosome:NZ_CP031194.1/CP031194.1	1	7168	6929	Complete Genome	GCA_003344965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/344/965/GCF_003344965.1_ASM334496v1	31674894
Streptomyces buecherae	PRJNA656727	8.41683	73.1	chromosome:NZ_CP060404.1/CP060404.1	1	6701	6391	Complete Genome	GCA_014295035.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/295/035/GCA_014295035.1_ASM1429503v1	-
Streptomyces lunaelactis	PRJNA430192	8.57019	69.7093	chromosome:NZ_CP026304.1/CP026304.1; plasmid pSLUN1:NZ_CP026305.1/CP026305.1; plasmid pSLUN2:NZ_CP026306.1/CP026306.1	3	7839	7325	Complete Genome	GCA_003054555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/054/555/GCF_003054555.1_ASM305455v1	-
Polymorphospora rubra	PRJDB9581	8.36521	71.8	chromosome:NZ_AP023359.1/AP023359.1	1	7333	6916	Complete Genome	GCA_018324255.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/324/255/GCA_018324255.1_ASM1832425v1	-
Nocardia huaxiensis	PRJNA646810	8.33991	67.8	chromosome:NZ_CP059399.1/CP059399.1	1	7643	7436	Complete Genome	GCA_013744875.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/744/875/GCA_013744875.1_ASM1374487v1	-
Dactylosporangium roseum	PRJNA725110	8.221	71.1	chromosome:NZ_CP073721.1/CP073721.1	1	7736	7468	Complete Genome	GCA_025264685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/264/685/GCF_025264685.1_ASM2526468v1	-
Amycolatopsis acidiphila	PRJNA791200	8.18362	70.4	chromosome:NZ_CP090063.1/CP090063.1	1	8054	7761	Complete Genome	GCA_021391495.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/391/495/GCA_021391495.1_ASM2139149v1	-
Streptomyces formicae	PRJNA705867	8.20506	70.7919	chromosome:NZ_CP071872.1/CP071872.1; plasmid unnamed:NZ_CP071873.1/CP071873.1	2	7436	6933	Complete Genome	GCA_022647665.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/647/665/GCA_022647665.1_ASM2264766v1	-
Streptomyces qinzhouensis	PRJNA557086	8.14648	71.5	chromosome:NZ_CP042266.1/CP042266.1	1	6689	6453	Complete Genome	GCA_007856155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/856/155/GCF_007856155.1_ASM785615v1	-
Streptomyces dangxiongensis	PRJNA474356	8.15789	72.1554	chromosome:NZ_CP033073.1/CP033073.1; plasmid unnamed1:NZ_CP033072.1/CP033072.1	2	7188	6531	Complete Genome	GCA_003675325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/675/325/GCF_003675325.1_ASM367532v1	-
Nocardia tengchongensis	PRJNA646810	8.00601	68.3	chromosome:NZ_CP074371.1/CP074371.1	1	7703	7035	Complete Genome	GCA_018362975.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/362/975/GCA_018362975.1_ASM1836297v1	-
Streptomyces alboniger	PRJNA412292	7.96279	71.2	chromosome:NZ_CP023695.1/CP023695.1	1	6958	6698	Complete Genome	GCA_008704395.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/395/GCF_008704395.1_ASM870439v1	-
Kitasatospora fiedleri	PRJEB56865	8.07362	74.0986	chromosome 1:NZ_OX419519.1/OX419519.1; plasmid 2:NZ_OX419520.1/OX419520.1; plasmid 3:NZ_OX419521.1/OX419521.1	3	7413	6653	Complete Genome	GCA_948472415.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/948/472/415/GCF_948472415.1_JK4103	-
Streptomyces lienomycini	PRJNA347091	7.86397	72.3	chromosome:CP116257.1	1	-	-	Complete Genome	GCA_027947595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/947/595/GCF_027947595.1_ASM2794759v1	-
Streptomyces tubbatahanensis	PRJNA812338	7.76077	72.3	chromosome:NZ_CP093846.1/CP093846.1	1	6653	6377	Complete Genome	GCA_022699385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/699/385/GCA_022699385.1_ASM2269938v1	-
Streptomyces galilaeus	PRJNA412292	7.75619	71.4	chromosome:NZ_CP023703.1/CP023703.1	1	6994	6784	Complete Genome	GCA_008704575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/575/GCF_008704575.1_ASM870457v1	-
Streptomyces liangshanensis	PRJNA612604	7.71678	72.1	chromosome:NZ_CP050177.1/CP050177.1	1	6738	6502	Complete Genome	GCA_011694815.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/694/815/GCA_011694815.1_ASM1169481v1	-
Streptomyces vinaceus	PRJNA412292	7.67351	72.3	chromosome:NZ_CP023692.1/CP023692.1	1	6989	6688	Complete Genome	GCA_008704935.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/935/GCF_008704935.1_ASM870493v1	-
Amycolatopsis aidingensis	PRJNA735318	7.6577	70.2	chromosome:NZ_CP076538.1/CP076538.1	1	7097	6899	Complete Genome	GCA_018885265.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/885/265/GCA_018885265.1_ASM1888526v1	-
Streptomyces prasinus	PRJNA412292	7.64759	72	chromosome:NZ_CP023697.1/CP023697.1	1	6677	6340	Complete Genome	GCA_008704445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/445/GCF_008704445.1_ASM870444v1	-
Streptomyces vilmorinianum	PRJNA541061	7.6463	71.6	chromosome:NZ_CP040244.1/CP040244.1	1	7099	6833	Complete Genome	GCA_005517195.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/517/195/GCF_005517195.1_ASM551719v1	-
Streptomyces genisteinicus	PRJNA659886	8.18835	73.4446	chromosome:NZ_CP060825.1/CP060825.1; plasmid unnamed2:NZ_CP060826.1/CP060826.1; plasmid unnamed3:NZ_CP060827.1/CP060827.1	3	6831	6600	Complete Genome	GCA_014489615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/489/615/GCA_014489615.1_ASM1448961v1	-
Streptomyces subrutilus	PRJNA412292	7.60497	73.4	chromosome:NZ_CP023701.1/CP023701.1	1	6769	6494	Complete Genome	GCA_008704535.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/535/GCF_008704535.1_ASM870453v1	-
Streptomyces nitrosporeus	PRJNA412292	7.58156	72.2	chromosome:NZ_CP023702.1/CP023702.1	1	6704	6427	Complete Genome	GCA_008704555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/555/GCF_008704555.1_ASM870455v1	-
Streptomyces tuirus	PRJDB10510	7.561	71.4	chromosome:NZ_AP023439.1/AP023439.1	1	6922	6651	Complete Genome	GCA_014701095.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/701/095/GCA_014701095.1_ASM1470109v1	30832757
Nocardiopsis exhalans	PRJNA848246	7.59762	69.6976	chromosome:NZ_CP099837.1/CP099837.1; plasmid unnamed1:NZ_CP099838.1/CP099838.1	2	6832	6637	Complete Genome	GCA_024134545.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/134/545/GCF_024134545.1_ASM2413454v1	-
Streptomyces chromofuscus	PRJNA669217	7.48328	71.6	chromosome:NZ_CP063374.1/CP063374.1	1	6811	6385	Complete Genome	GCA_015160875.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/160/875/GCA_015160875.1_ASM1516087v1	-
Streptomyces cathayae	PRJNA939508	7.6141	71.2588	chromosome:NZ_CP121682.1/CP121682.1; plasmid punmamed2:NZ_CP121683.1/CP121683.1	2	6971	6562	Complete Genome	GCA_029760955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/760/955/GCF_029760955.1_ASM2976095v1	-
Actinocatenispora thailandica	PRJDB9577	7.42669	72.9	chromosome:NZ_AP023355.1/AP023355.1	1	6781	6449	Complete Genome	GCA_016865425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/865/425/GCA_016865425.1_ASM1686542v1	-
Streptomyces bathyalis	PRJNA607178	7.37747	70.2	chromosome:NZ_CP048882.1/CP048882.1	1	6460	6225	Complete Genome	GCA_015910445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/910/445/GCA_015910445.1_ASM1591044v1	33595745
Nocardia mangyaensis	PRJNA353759	7.31011	68.1	chromosome:NZ_CP018082.1/CP018082.1	1	6638	6429	Complete Genome	GCA_001886715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/715/GCF_001886715.1_ASM188671v1	-
Nocardiopsis changdeensis	PRJNA726841	7.39565	73.4803	chromosome:NZ_CP074133.1/CP074133.1; plasmid unnamed2:NZ_CP074134.1/CP074134.1; plasmid unnamed3:NZ_CP074135.1/CP074135.1; plasmid unnamed4:NZ_CP074136.1/CP074136.1	4	6696	6497	Complete Genome	GCA_018316655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/316/655/GCA_018316655.1_ASM1831665v1	-
Pseudonocardia broussonetiae	PRJNA632841	7.28744	74.4421	chromosome:NZ_CP053564.1/CP053564.1; plasmid unnamed1:NZ_CP053565.1/CP053565.1; plasmid unnamed2:NZ_CP053566.1/CP053566.1; plasmid unnamed3:NZ_CP053567.1/CP053567.1	4	7084	6917	Complete Genome	GCA_013155125.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/155/125/GCA_013155125.1_ASM1315512v1	-
Actinoalloteichus fjordicus	PRJNA275157	7.12085	70.1	chromosome:NZ_CP016076.1/CP016076.1	1	6038	5867	Complete Genome	GCA_001941625.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/625/GCF_001941625.1_ASM194162v1	28770445
Peterkaempfera bronchialis	PRJNA438532	7.09021	72.7	chromosome:NZ_CP031264.1/CP031264.1	1	6121	5727	Complete Genome	GCA_003258605.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/258/605/GCF_003258605.2_ASM325860v2	30741626
Actinocatenispora sera	PRJDB9576	7.04424	72.6	chromosome:NZ_AP023354.1/AP023354.1	1	6583	6351	Complete Genome	GCA_018324685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/324/685/GCA_018324685.1_ASM1832468v1	-
Micromonospora halotolerans	PRJNA1017957	6.95568	73.3	chromosome:CP134876.1	1	6516	6369	Complete Genome	GCA_032108445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/108/445/GCA_032108445.1_ASM3210844v1	-
Streptomyces endophytica	PRJNA893102	6.90178	72.2	chromosome:NZ_CP110636.1/CP110636.1	1	6143	5087	Complete Genome	GCA_026153355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/153/355/GCF_026153355.1_ASM2615335v1	-
Micromonospora craniellae	PRJNA663246	6.83993	70.9	chromosome:NZ_CP061725.1/CP061725.1	1	6312	5965	Complete Genome	GCA_014764405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/764/405/GCA_014764405.1_ASM1476440v1	-
Streptomyces changanensis	PRJNA859538	6.9005	73.9377	chromosome:NZ_CP102332.1/CP102332.1; plasmid unnamed:NZ_CP102333.1/CP102333.1	2	6070	5787	Complete Genome	GCA_024600715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/600/715/GCF_024600715.1_ASM2460071v1	-
Thermomonospora amylolytica	PRJNA489988	6.80014	72.8	chromosome:NZ_CP032402.1/CP032402.1	1	6327	6058	Complete Genome	GCA_003589885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/589/885/GCF_003589885.1_ASM358988v1	25944084
Micromonospora terminaliae	PRJNA577785	6.74211	73.3078	chromosome:NZ_CP045309.1/CP045309.1; plasmid pLB1:NZ_CP045310.1/CP045310.1	2	6341	6172	Complete Genome	GCA_009671205.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/671/205/GCF_009671205.1_ASM967120v1	-
Micromonospora ferruginea	PRJNA643671	6.70106	73.7	chromosome:NZ_CP059322.2/CP059322.2	1	6043	5859	Complete Genome	GCA_013694245.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/694/245/GCA_013694245.2_ASM1369424v2	-
Rhodococcus oxybenzonivorans	PRJNA386772	8.01422	65.586	chromosome:NZ_CP021354.1/CP021354.1; plasmid pRB11:NZ_CP021357.1/CP021357.1; plasmid pRB29:NZ_CP021356.1/CP021356.1; plasmid pRB98:NZ_CP021355.1/CP021355.1	4	7484	7039	Complete Genome	GCA_003130705.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/130/705/GCF_003130705.1_ASM313070v1	-
Nocardiopsis akebiae	PRJNA726838	6.60222	72.4	chromosome:NZ_CP074132.1/CP074132.1	1	5704	5529	Complete Genome	GCA_018316795.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/316/795/GCA_018316795.1_ASM1831679v1	-
Mycolicibacterium boenickei	PRJDB7717	6.58592	66.791	chromosome:NZ_AP022579.1/AP022579.1; plasmid pJCM15653:NZ_AP022580.1/AP022580.1	2	6348	6227	Complete Genome	GCA_010731295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/295/GCA_010731295.1_ASM1073129v1	31287781
Pseudonocardia petroleophila	PRJNA655986	6.49014	74	chromosome:NZ_CP060131.1/CP060131.1	1	6378	6214	Complete Genome	GCA_014235185.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/235/185/GCA_014235185.1_ASM1423518v1	-
Mycolicibacterium helvum	PRJDB7717	6.40081	65.8	chromosome:NZ_AP022596.1/AP022596.1	1	6072	5892	Complete Genome	GCA_010731895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/895/GCA_010731895.1_ASM1073189v1	31287781
Streptomyces seoulensis	PRJNA486883	6.42624	71.8567	chromosome:NZ_CP032229.1/CP032229.1; plasmid unnamed:NZ_CP032230.1/CP032230.1	2	5877	5690	Complete Genome	GCA_004328625.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/328/625/GCF_004328625.1_ASM432862v1	-
Mycolicibacterium tokaiense	PRJDB7717	6.32815	67.9	chromosome:NZ_AP022600.1/AP022600.1	1	6107	5968	Complete Genome	GCA_010725885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/725/885/GCA_010725885.1_ASM1072588v1	31287781
Pseudonocardia abyssalis	PRJNA678748	6.30599	73.3984	chromosome:NZ_JADQDK010000001.1/; plasmid pPab:NZ_JADQDK010000002.1/	2	12349	11978	Complete Genome	GCA_019263705.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/263/705/GCA_019263705.2_ASM1926370v2	34582326
Mycobacterium vicinigordonae	PRJNA646334	6.26677	65.4	chromosome:NZ_CP059165.1/CP059165.1	1	5677	5490	Complete Genome	GCA_013466425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/466/425/GCA_013466425.1_ASM1346642v1	-
Mycobacterium conspicuum	PRJDB7717	6.23714	67.4	chromosome:NZ_AP022613.1/AP022613.1	1	5789	5533	Complete Genome	GCA_010730195.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/730/195/GCA_010730195.1_ASM1073019v1	31287781
Nocardioides humi	PRJNA548596	6.22062	72.3	chromosome:NZ_CP041146.1/CP041146.1	1	6196	5845	Complete Genome	GCA_006494775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/494/775/GCF_006494775.1_ASM649477v1	-
Mycobacterium florentinum	PRJDB7717	6.21986	66.4	chromosome:NZ_AP022576.1/AP022576.1	1	5896	5697	Complete Genome	GCA_010730355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/730/355/GCA_010730355.1_ASM1073035v1	31287781
Mycobacterium stomatepiae	PRJDB7717	6.21082	66	chromosome:NZ_AP022587.1/AP022587.1	1	5933	5360	Complete Genome	GCA_010731715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/715/GCA_010731715.1_ASM1073171v1	31287781
Mycobacterium mantenii	PRJDB7717	6.18554	66.9	chromosome:NZ_AP022590.1/AP022590.1	1	5785	5491	Complete Genome	GCA_010731775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/775/GCA_010731775.1_ASM1073177v1	31287781
Mycobacterium paraseoulense	PRJDB7717	6.08596	67.9	chromosome:NZ_AP022619.1/AP022619.1	1	5753	5548	Complete Genome	GCA_010731655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/655/GCA_010731655.1_ASM1073165v1	31287781
Mycolicibacterium arabiense	PRJDB7717	6.45121	68.3453	chromosome:NZ_AP022593.1/AP022593.1; plasmid pJCM18538:NZ_AP022592.1/AP022592.1	2	6151	5981	Complete Genome	GCA_010731815.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/815/GCA_010731815.2_ASM1073181v2	31287781
Mycolicibacterium diernhoferi	PRJNA747101	5.9985	67.9	chromosome:NZ_CP080332.1/CP080332.1	1	5728	5585	Complete Genome	GCA_019456655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/456/655/GCA_019456655.1_ASM1945665v1	36651784
Mycobacterium shottsii	PRJDB7717	5.97315	65.5	chromosome:NZ_AP022572.1/AP022572.1	1	5673	4700	Complete Genome	GCA_010728525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/728/525/GCA_010728525.1_ASM1072852v1	31287781
Mycolicibacterium crocinum	PRJNA747101	6.18357	66.56	chromosome:NZ_CP092362.2/CP092362.2; plasmid unnamed:NZ_CP092363.2/CP092363.2; plasmid unnamed2:NZ_CP103314.1/CP103314.1	3	6069	5895	Complete Genome	GCA_022370635.3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/370/635/GCA_022370635.3_ASM2237063v3	-
Mycolicibacterium mengxianglii	PRJNA679923	5.96239	66.3	chromosome:NZ_CP065373.1/CP065373.2	1	5709	5506	Complete Genome	GCA_015710575.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/710/575/GCA_015710575.2_ASM1571057v2	-
Gordonia insulae	PRJNA494249	5.96218	67.4	chromosome:NZ_CP033972.1/CP033972.1	1	5429	5277	Complete Genome	GCA_003855095.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/855/095/GCF_003855095.1_ASM385509v1	-
Capillimicrobium parvum	PRJNA778965	5.95327	72.8	chromosome:NZ_CP087164.1/CP087164.1	1	5773	5674	Complete Genome	GCA_021172045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/172/045/GCA_021172045.1_ASM2117204v1	-
Mycobacterium parmense	PRJDB7717	5.95291	68.4	chromosome:NZ_AP022614.1/AP022614.1	1	5557	5303	Complete Genome	GCA_010730575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/730/575/GCA_010730575.1_ASM1073057v1	31287781
Mycolicibacterium aichiense	PRJDB7717	5.92548	66.7	chromosome:NZ_AP022561.1/AP022561.1	1	5724	5601	Complete Genome	GCA_010726245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/726/245/GCA_010726245.1_ASM1072624v1	31287781
Mycolicibacterium confluentis	PRJDB7717	5.87656	67.5	chromosome:NZ_AP022612.1/AP022612.1	1	5546	5402	Complete Genome	GCA_010729895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/729/895/GCA_010729895.1_ASM1072989v1	31287781
Spiractinospora alimapuensis	PRJNA714741	5.86435	69.3	chromosome:NZ_CP072467.1/CP072467.1	1	5438	5232	Complete Genome	GCA_018437505.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/437/505/GCA_018437505.1_ASM1843750v1	-
Baekduia alba	PRJNA904972	5.86325	72.9	chromosome:NZ_CP114013.1/CP114013.1	1	5861	5775	Complete Genome	GCA_028416635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/416/635/GCF_028416635.1_ASM2841663v1	-
Mycolicibacterium phocaicum	PRJDB7717	5.8532	67.1	chromosome:NZ_AP022616.1/AP022616.1	1	5683	5464	Complete Genome	GCA_010731115.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/115/GCA_010731115.1_ASM1073111v1	31287781
Mycobacterium adipatum	PRJNA320914	6.05398	67.4249	chromosome:NZ_CP015596.1/CP015596.1; plasmid pMYC1:NZ_CP015597.1/CP015597.1	2	5881	5741	Complete Genome	GCA_001644575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/644/575/GCF_001644575.1_ASM164457v1	-
Euzebya pacifica	PRJNA481858	6.37146	70.6013	chromosome:NZ_CP031165.1/CP031165.1; plasmid pEDY32-46I:NZ_CP031166.1/CP031166.1	2	5655	5466	Complete Genome	GCA_003344865.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/344/865/GCF_003344865.1_ASM334486v1	-
Mycolicibacterium psychrotolerans	PRJDB7717	5.73236	68.7	chromosome:NZ_AP022574.1/AP022574.1	1	5551	5360	Complete Genome	GCA_010729305.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/729/305/GCA_010729305.1_ASM1072930v1	31287781
Streptomonospora litoralis	PRJNA510083	5.81419	72.083	chromosome:NZ_CP036455.1/CP036455.1; plasmid phiM2:NZ_CP036456.1/CP036456.1	2	5067	4910	Complete Genome	GCA_004323735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/735/GCF_004323735.1_ASM432373v1	-
Mycolicibacterium poriferae	PRJDB7717	5.92917	68.0161	chromosome:NZ_AP022570.1/AP022570.1; plasmid pJCM12603:NZ_AP022571.1/AP022571.1	2	5647	5444	Complete Genome	GCA_010728325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/728/325/GCA_010728325.1_ASM1072832v1	31287781
Mycolicibacterium alvei	PRJDB7717	6.01685	66.0989	chromosome:NZ_AP022565.1/AP022565.1; plasmid pJCM12272:NZ_AP022566.1/AP022566.1	2	5838	5631	Complete Genome	GCA_010727325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/727/325/GCA_010727325.1_ASM1072732v1	31287781
Mycolicibacterium madagascariense	PRJDB7717	5.94038	69.1809	chromosome:NZ_AP022610.1/AP022610.1; plasmid pJCM13574:NZ_AP022611.1/AP022611.1	2	5653	5478	Complete Genome	GCA_010729665.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/729/665/GCA_010729665.1_ASM1072966v1	31287781
Natronosporangium hydrolyticum	PRJNA698925	5.69985	70.2	chromosome:NZ_CP070499.1/CP070499.1	1	5196	5024	Complete Genome	GCA_016925615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/925/615/GCA_016925615.1_ASM1692561v1	-
Mycolicibacterium anyangense	PRJDB7717	5.69675	67.1	chromosome:NZ_AP022620.1/AP022620.1	1	5425	5293	Complete Genome	GCA_010731855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/855/GCA_010731855.1_ASM1073185v1	31287781
Streptomyces gobiensis	PRJNA762164	5.69186	69	chromosome:NZ_CP086120.1/CP086120.1	1	5303	5062	Complete Genome	GCA_021216675.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/216/675/GCA_021216675.1_ASM2121667v1	-
Mycolicibacterium duvalii	PRJDB7717	5.65739	68.3	chromosome:NZ_AP022563.1/AP022563.1	1	5432	5274	Complete Genome	GCA_010726645.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/726/645/GCA_010726645.1_ASM1072664v1	31287781
Occultella kanbiaonis	PRJNA590335	5.64825	71	chromosome:NZ_CP046175.1/CP046175.1	1	5213	5098	Complete Genome	GCA_009708215.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/708/215/GCF_009708215.1_ASM970821v1	-
Mycobacterium basiliense	PRJEB23647	5.60763	65	chromosome I:NZ_LR130759.1/LR130759.1	1	4812	4573	Complete Genome	GCA_900292015.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/292/015/GCA_900292015.1_MB901379	-
Mycobacterium spongiae	PRJNA573113	5.58116	65.6	chromosome:NZ_CP046600.1/CP046600.1	1	4569	4329	Complete Genome	GCA_018278905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/278/905/GCA_018278905.1_ASM1827890v1	-
Mycobacterium seoulense	PRJDB7717	5.5313	68.3	chromosome:NZ_AP022582.1/AP022582.1	1	5181	5016	Complete Genome	GCA_010731595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/595/GCA_010731595.1_ASM1073159v1	31287781
Mycobacterium paraterrae	PRJNA747101	5.52262	65.5	chromosome:NZ_CP092488.2/CP092488.2	1	5280	5114	Complete Genome	GCA_022430545.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/430/545/GCA_022430545.2_ASM2243054v2	-
Mycolicibacterium pulveris	PRJDB7717	5.48475	67.5	chromosome:NZ_AP022599.1/AP022599.1	1	5370	5221	Complete Genome	GCA_010725725.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/725/725/GCA_010725725.1_ASM1072572v1	31287781
Mycolicibacterium chitae	PRJEB6403	5.46177	68.9	chromosome 1:NZ_LR134355.1/LR134355.1	1	5228	5091	Complete Genome	GCA_900637205.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/205/GCA_900637205.1_50279_G01	-
Luteipulveratus mongoliensis	PRJNA278633	5.42091	68.2	chromosome:NZ_CP011112.1/CP011112.1	1	5213	5124	Complete Genome	GCA_001190945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/945/GCF_001190945.1_ASM119094v1	-
Mycobacterium cookii	PRJDB7717	5.31852	66	chromosome:NZ_AP022569.1/AP022569.1	1	5026	4854	Complete Genome	GCA_010727945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/727/945/GCA_010727945.1_ASM1072794v1	31287781
